1.016091889190970265e+00,1.018520866598286556e+00,6.410926816210462675e-01,7.298592808195610848e-01,1.020454985603512554e+00,5.879936871329202175e-01,6.219007581754729674e-01,5.770114641446731918e-01,6.742413758428376092e-01,8.661540894682521197e-01
4.442843271150373474e-01,1.033057537258019298e+00,5.239690410131915277e-01,9.059931428799619102e-01,5.910762382944622084e-01,3.186694871687623110e-01,3.307316026333571579e-01,4.180647683528498360e-01,7.253020093065831730e-01,6.516400095279036853e-01
1.817303387214971311e-01,5.965901386804798312e-01,6.958457611834509837e-01,7.203308650365778387e-01,5.494266890219774435e-01,6.280688339700640777e-01,5.150429879907676423e-01,1.807514036278104197e-01,5.037989440673039665e-01,7.925238389564782659e-01
6.813145050132602965e-01,1.722908998947812742e-01,5.028484448628027792e-01,7.668831040948093092e-01,7.485930086764357450e-01,5.583650339790611206e-01,4.817617090593184770e-01,3.762384367764744497e-01,8.211545732828678945e-01,3.034526501521325192e-01
5.975431480531494532e-01,8.416438564366841568e-01,6.708639579945149256e-01,4.481336433634622307e-01,1.762815930627306127e-01,7.384836385433571904e-01,1.143398870438477599e-01,8.537428468798357040e-01,4.243944516564744918e-01,4.874885711920352027e-01
8.333927770882995079e-01,7.259605243450795165e-01,5.190248909366044217e-01,9.085172234780248823e-01,7.031022580220098739e-01,1.037065705861472065e+00,7.256111430778622307e-01,7.303596963558595112e-01,5.807093610849995979e-01,4.078428077087969394e-01
9.989737064466176486e-01,5.408252246384268602e-01,3.554114369488091674e-01,9.204308788390489493e-01,6.533820184056687852e-01,7.749510709248915719e-01,7.730109544281668077e-01,2.078326315102800581e-01,1.880313871851775342e-01,7.152536434382192887e-01
8.628825614590055482e-01,2.220525419109327658e-01,1.571385643193013715e-01,3.241267345495246754e-01,9.919483812481900697e-01,8.699861556701833365e-01,9.413613284934063685e-01,6.392566390972513890e-01,3.157033757130325302e-01,4.621739527558545862e-02
3.904799010422856376e-01,2.699019242385132245e-01,6.237651446761683927e-01,3.487333062557528840e-01,2.341156218293979352e-01,2.852152610618278183e-01,3.277966919940383250e-01,4.796368699638977606e-01,1.962733580487427132e-01,9.492371827801936446e-01
6.620447316120209313e-01,5.515728848444160226e-01,5.286849520255763046e-01,4.298538245835490379e-01,5.440359196522029928e-01,9.328590300133179358e-01,9.018750933905171907e-01,4.117687947920419811e-01,5.701859146834774572e-01,7.034418439658784994e-01
8.163916580176401316e-01,7.525781631958171625e-01,7.634439990352195338e-01,6.689776761463349652e-01,2.612848910273538605e-01,6.585144133982208103e-01,6.437115534113542203e-01,7.690386652555830649e-01,7.340234549584724322e-01,8.300755158178929616e-01
9.289847651311913812e-02,5.539269359088846434e-01,2.845948749982240011e-01,-9.103679647816520851e-03,6.940518045666859148e-01,7.681435688506297321e-01,6.724271797995031719e-01,4.377639707390511004e-01,7.866086624481819500e-01,5.005780815506490899e-01
6.448541645095525743e-01,8.024266590066404525e-01,2.632902584014105152e-01,7.649822115045281645e-01,5.583293165727614138e-01,7.267526593983248961e-01,7.221083590549869369e-01,3.634742533741961990e-01,1.367556490073133513e-01,4.536884558277051727e-01
5.014740467517553313e-01,9.900732430103313941e-01,1.043802381556923620e-01,8.872280218495478543e-01,4.884995519712320711e-01,5.107380567655868120e-01,2.699575942554528485e-01,9.441557007873913054e-01,8.586742736332474424e-01,7.783259159246782577e-01
2.920132780109781501e-01,2.556007622015292746e-01,5.673350391753531063e-01,2.522532252579521850e-01,2.331412676829251185e-01,2.047252806065741615e-01,2.102703384742512227e-01,9.862364632569170508e-01,5.707274457059045014e-01,3.783310814477148232e-01
7.484311837833331760e-01,5.148320832832083971e-01,8.953638712695659585e-01,7.929398547369587158e-01,4.225029771272788559e-01,3.130351743180908031e-01,1.031124778855981639e+00,4.520678724319765474e-01,1.011871438904851761e+00,6.493856322168599648e-01
5.756963136121929780e-01,9.575868466714275717e-01,6.901745419662438374e-01,8.477254883647983297e-01,7.893775761608108343e-01,8.324488023781169144e-01,1.116856777039235915e+00,8.113666027293436889e-01,4.937174852231295263e-01,3.983653354609034136e-01
5.350942085365878453e-01,1.011239739125301185e+00,2.618042209030008727e-01,3.260999846941723401e-01,9.081847893671824989e-01,1.040252997951770952e+00,7.107117949811729840e-01,1.964013092850450115e-01,2.858972390665484586e-01,4.904227859460389416e-01
2.447686132422892680e-01,3.714963027453018207e-01,3.757954384366342659e-01,7.719708019531240639e-01,7.886374386807142312e-01,2.626095332378869385e-01,7.512205079010472741e-02,6.922914281441244766e-01,2.413552199181570879e-01,6.598310493005518085e-01
1.254316198106338598e-01,3.473949424517258633e-01,8.889934625611590757e-01,1.897804218048328162e-01,8.732438894640482951e-01,6.828639206470519252e-01,2.223595655179035624e-01,1.066995339468164994e-01,8.242789592799442122e-01,4.550242465628206445e-01
4.234670223459049976e-01,9.001016960115760801e-01,1.071064743754339466e+00,8.842535547048684386e-01,3.918503750545471176e-01,8.694696140926143624e-01,3.545499948528378353e-01,2.973936738794846768e-01,8.654173386089085707e-01,6.427765591384310140e-01
1.037642365712340808e+00,7.768795491255204855e-01,6.087360296308460539e-01,6.290185605360730792e-01,4.526253655971556600e-01,3.067619994675376272e-01,6.925054240814954021e-01,2.522909570994793516e-01,9.130374885906573645e-01,2.953133317637888777e-01
5.857916079815206345e-01,2.854949393724254270e-01,1.118800167885269647e-01,7.522737175814724342e-01,6.270085942140442015e-01,9.835310836092726605e-01,5.415911689264780726e-01,6.319184243770813447e-01,4.806824036126243205e-01,9.526204550612241140e-02
6.172018999117019344e-01,2.863153494534059762e-01,7.601289687242015480e-01,7.138253020959280937e-01,6.170910377010155878e-01,5.845722200422591719e-01,8.114843900499271179e-01,3.813281388544982331e-01,6.429548343396684906e-01,4.294805487731893079e-01
6.947685720910988794e-01,5.603443076700009851e-01,8.037110565345383373e-01,4.486345594308504547e-01,4.531309494244050162e-01,1.037136580060639579e+00,5.560491739594703997e-01,6.030515751902520982e-01,3.948790463845461285e-01,1.090284721990538719e+00
1.352490467309349631e-01,9.674849442400027533e-01,9.385756577378691068e-01,6.564911775665623894e-01,6.914608470220450220e-01,4.989136781727059322e-01,6.594771232061639177e-01,7.226003204729176677e-01,6.437875065955691589e-01,5.619911684193072965e-01
2.904769573471815414e-01,8.774213071963579136e-01,2.689292298873207088e-01,1.844660610920778876e-01,6.469906604260565741e-01,2.330513636674670652e-01,3.763215122287436598e-01,5.331472826972251111e-01,5.155977440988773752e-01,6.473530868139046879e-01
8.207975196771842841e-01,2.785819973029758367e-01,7.333331644386116288e-01,3.967878650654856898e-01,1.011770947995306980e+00,5.238259635860529340e-01,1.077098901196271052e+00,7.090407270737238976e-01,8.788525954815007424e-01,6.024516121723051398e-01
7.235904437241417186e-01,4.192705269619638186e-01,7.688199022599478960e-01,5.407189547129016560e-01,6.553692782389896054e-01,1.149041198381556939e+00,7.784686246302043866e-01,7.660286612378216509e-01,8.798380892542722043e-01,5.933680788946321671e-01
6.671784940678398002e-01,4.108430476339309245e-01,2.287050090011683301e-01,1.666604902303412961e-01,1.075279752656257859e+00,3.950768341245124993e-01,6.281684396894535727e-01,9.757313967283808287e-01,4.768121299695737836e-01,6.705261663709408682e-01
2.711010849764904918e-01,4.740046899588645779e-01,7.612812785299793994e-01,9.193386589515192275e-01,6.759924722794676821e-01,7.477791678236092587e-02,8.064109645843809959e-01,6.656281953141145458e-01,6.455261302237004228e-01,4.038766539272952150e-01
5.524031280309540382e-01,5.073281392741512130e-01,5.923782654014106974e-01,1.044426249536293039e+00,1.048686353342131117e+00,1.024605320302967915e+00,9.839034735819117694e-01,4.487888251331134115e-01,5.590686874920507421e-01,5.560045394047601341e-01
1.900886054933520752e-01,7.288667764595412324e-01,5.383748255971148033e-01,9.322746086562717638e-01,4.196205431271365915e-01,6.563708312460204697e-01,4.027572776539774524e-01,4.407906109927389737e-01,6.232269655978109890e-01,8.088905739578349241e-01
5.372209885041711042e-01,7.642372988027137382e-01,5.650502429832259255e-01,6.069878742616743317e-01,5.000976317487485501e-01,7.739125973846777695e-01,8.846265267205846161e-01,5.864127933935565640e-01,8.710507653605087386e-01,1.054318189741861644e+00
9.760402046010648869e-01,2.998035697995052873e-01,3.970859983892438549e-01,3.634692110147434430e-01,7.713329187286304123e-01,9.588630370046441476e-01,4.805725843987325718e-01,6.049586157309363443e-01,3.280725169548350806e-01,3.398134391715140756e-01
8.049492623324434604e-01,6.246885461296642905e-01,9.475465925198001127e-01,7.253353298884887002e-01,3.479148466511501891e-01,8.145932727086312442e-01,2.628106304144893213e-01,1.008108523912115917e+00,9.203017129452639722e-01,8.946675024800169185e-01
7.712176402744871373e-01,6.391570329628899483e-01,2.276000296395205569e-01,1.625673985561923995e-01,5.140674801302569374e-01,2.553328031153880295e-01,4.577141132017715219e-01,7.736277092384117315e-01,5.451003008945479733e-01,5.921239922124523769e-01
4.624240071293326260e-01,7.608093671201416885e-01,6.468065816097183784e-01,1.501037399021740160e-01,5.276947064270208765e-01,3.754937736591474340e-01,1.261588350979653272e-01,3.530527716770878732e-01,8.672173413158992261e-01,7.963292247188260564e-01
8.660439215336362961e-01,7.944551973926912147e-01,7.599202515270971903e-01,3.022184595000754204e-01,7.750398912813555308e-01,8.517481750826119136e-01,6.514440315963226924e-01,6.788490630684222982e-01,2.089298278738962455e-01,8.378829375184750905e-01
6.239223550017234388e-01,3.173224633090316882e-01,8.344765055947767074e-01,1.533858664983746012e-01,6.053139704652328312e-01,3.667815889271596741e-01,1.907722972453388954e-01,1.121571785513792718e-01,2.252333387524205477e-01,9.369500827538707055e-01
1.131770907655607061e+00,6.449669379871817432e-01,1.015847193186360853e+00,6.166562832070887623e-01,4.575002647568789937e-01,3.434692599570383087e-01,1.085600722533052398e+00,2.850385141185838855e-01,9.231535794187852861e-01,4.856837694395402250e-01
6.339686166646288923e-01,8.797549724651918535e-01,3.594886530892649201e-01,4.473469979000307406e-01,2.800803898408119608e-01,5.042869695094022164e-01,4.724476012301251360e-01,1.060528268782357175e+00,3.249332850089756142e-01,1.269261525449917327e-01
3.612360634177004259e-01,6.161838373381360867e-01,5.635637323735441795e-01,4.313831983655453395e-01,9.983410215322885417e-01,2.984403860499955652e-01,3.491001067195270147e-01,7.823712878962924000e-01,7.774765939141190518e-01,4.530886437761337260e-01
3.149150870648462219e-01,3.508107171788102940e-01,2.313230916251967084e-01,6.811164770612218033e-01,1.821829128356648730e-01,9.034296401482513339e-01,5.205577299940084002e-01,8.355635869427135987e-01,3.133503131857316437e-01,7.720837944830778454e-01
5.451132687732068716e-01,8.214150958788276613e-01,8.235288853311830692e-01,3.562785732568835018e-01,4.115238311252972792e-01,5.503184388891905199e-01,7.414304186863976964e-01,8.121125090641206912e-01,9.892304704156790196e-01,2.529849765956964092e-01
2.178635279852943751e-01,2.672510199876022008e-01,9.623670226716616316e-01,2.449262915258523798e-01,5.918575583172502874e-01,7.951293104791847810e-01,3.781782181019672784e-01,8.436263922352730260e-01,9.239579891162544856e-01,3.571413414641338435e-01
9.094120132167978765e-01,4.219877885996959899e-01,6.821202131013373027e-01,6.476070971284902944e-01,8.321463518951957017e-01,9.007108474972082002e-01,7.418443505129235227e-01,6.540600641891474165e-01,9.029729934051216045e-01,7.515173967986488179e-01
7.437635939879290170e-01,6.141992994253804294e-01,7.294847154250442278e-01,3.900451437645291453e-01,4.048032046530944394e-01,3.986134523645072369e-01,3.417746189612506647e-01,6.830165870157265395e-01,5.234379251973364511e-01,4.354804054990644158e-01
2.117594129170748130e-01,9.501890558059306047e-01,9.842605768607326500e-01,9.387277188200638944e-01,4.634745564706737597e-01,1.736329910553645883e-01,1.374354954920348482e-01,3.284897941646300334e-01,1.762919611085246585e-01,4.779790049878599456e-01
8.223243812448212120e-01,6.498078218462146616e-01,6.668281083831748557e-01,8.717967676872891980e-01,8.749045961629104973e-01,9.985833517493999389e-01,9.807827677971451275e-01,8.313721676203869038e-01,8.543309347927691144e-01,6.976120347754339868e-01
1.392925285754041953e-01,9.191454929147383490e-01,8.277977747164997346e-01,2.494856078921822984e-01,3.241970239713762858e-01,7.570242199129587624e-01,7.982526659485825737e-01,8.109611170182625672e-01,8.863836104181501696e-01,8.426181106448855651e-01
9.202225860181810768e-01,8.930055693183693855e-01,6.609002554647683825e-01,4.817403906008470016e-01,1.387085408705701350e-01,2.940118905743144828e-01,4.619145586266243386e-01,6.362734261260573065e-01,8.226938434200177230e-01,7.934475187188357870e-01
7.162529887179162891e-02,9.470925994522779723e-01,6.630203847225497604e-01,4.520934309242066185e-01,1.568703250612621392e-01,2.697660122033951682e-02,9.893101166286097925e-01,9.207061927777090427e-01,9.813534559311842820e-02,5.488059404233022742e-02
5.254774021794181849e-01,9.371889214418486214e-01,2.226451635405714280e-01,4.325852841631733225e-01,1.632753977921355404e-01,2.898479211767145403e-01,3.658946905523067228e-01,9.281591587790545550e-02,8.438601667236311776e-01,6.718998907495463691e-01
8.764052007312321813e-01,2.443512993767911479e-01,3.545354595496481576e-01,2.441406318035413137e-01,5.127992181219090950e-01,9.309818290903493221e-01,6.235083785317011573e-01,7.187348001530990960e-01,5.852937433572503734e-01,3.446160332078742061e-01
5.395644840471577330e-01,5.067419507849892923e-01,8.849650452761055330e-01,5.839369908184663949e-01,3.197189757803403087e-01,7.132680582142238990e-01,9.383846310404325708e-01,3.438987543753421749e-01,1.862196073357381410e-01,6.003527289090087038e-01
5.817578202013224953e-01,9.387572496746101613e-01,1.006833155207746966e+00,7.209123928450862362e-01,7.149387105769012818e-01,8.406578698486378842e-01,6.354418561644208374e-01,5.233845909966668986e-01,1.003310770952104747e+00,4.948888381876547227e-01
4.245864213960915956e-01,7.921060424909946995e-01,5.228326769738136370e-01,6.328888092739864968e-01,4.924991930361525827e-01,6.621196418765378233e-01,8.566484204157447380e-01,3.325946395497798025e-01,9.155526509896247944e-01,9.216222594459205775e-01
2.469926148564186297e-01,5.442991190686028435e-01,7.286086858770787211e-01,6.378194548551716636e-01,2.129879882264223978e-01,9.455991429782149016e-01,2.779532130275285673e-01,4.463025241850871461e-01,1.078954395685076229e+00,6.986367201324771292e-01
9.256289981881010709e-01,6.835518146596458733e-01,6.742907698804228023e-01,8.024121377759324547e-01,4.318245798217956732e-01,3.448392929147189173e-02,4.365004504860920537e-02,5.283700359529506230e-01,5.020256729365696335e-01,7.338965955382144024e-01
8.969051196966131290e-01,7.697780682538069019e-01,4.418015109050208444e-01,5.030997888613527591e-01,8.171071303661980867e-01,3.575397582533039742e-01,2.193699812488326129e-01,8.435278975781050903e-01,9.164073457043122595e-01,9.705901756033316063e-01
3.339796827611854479e-01,7.914726347236749060e-01,3.990084061605067567e-01,7.843749549833720636e-01,8.395097118559587956e-01,1.306942585479378416e-01,7.184878684732222132e-01,8.828124825994180247e-01,1.259129714519706920e-02,2.330156896984138803e-01
6.719708882827251095e-01,1.912329769140961033e-01,9.220151058194386851e-01,7.584743203797457145e-01,7.346946626619968446e-02,5.423463124443888006e-01,7.327886016156588411e-01,3.037135242982938813e-02,2.640975386716662432e-01,1.401930786264483642e-01
5.456884183208617900e-01,7.278665531682962375e-02,4.967110494214642402e-02,3.567701839330256197e-01,2.746394126031627692e-01,2.466664316087776032e-01,9.056281848529138534e-01,1.087144434348029237e-01,7.934919399511487503e-01,6.337179966120001229e-01
8.662216318597849574e-01,4.435361910116384920e-01,1.488922461504278427e-01,4.502891405790830914e-01,1.532950213542541573e-01,3.689893572264955623e-01,2.496770552134371934e-01,4.863861599740991193e-01,3.442521046920855032e-01,-2.400116074676363932e-03
3.164978468559153657e-01,2.525018533536452225e-01,6.356831279483471375e-01,6.621582948912645428e-01,2.385034187169845776e-01,6.156074835602954876e-01,1.305708538242675576e-01,6.412169042302221511e-01,8.536896255300060465e-01,8.005467048592012080e-01
4.591890137227066515e-01,9.604462739763578449e-01,6.263822322885906901e-01,2.837529671137076770e-01,6.251836767860063926e-01,1.021523725934472548e-01,5.105531065160263671e-01,8.045939680480570511e-01,4.679723939432020030e-01,9.681248018425715474e-01
9.737642358414299038e-01,4.210284673038146575e-01,1.032256780250896622e+00,2.432615144983187871e-01,3.673394623481643362e-01,6.777081364508413808e-01,3.815060181881231860e-01,1.058373270128407651e+00,1.131388804153164340e+00,2.958920635706053792e-01
9.247494976492980356e-01,2.884898068143735839e-01,8.434636079201101033e-01,9.136013125166022597e-01,3.022167268156229492e-01,3.270956264804412150e-01,5.835916037216928309e-01,3.844998409893797819e-01,6.390076661746588726e-01,4.225152258929850690e-01
2.719500109802563959e-01,8.737934628406724968e-01,1.422368211922457326e-01,5.907264848948843294e-01,2.741428653774594104e-01,4.732419452991831754e-01,1.925274507441230853e-01,5.076938072212455744e-01,1.987141718255454048e-01,1.498983796195461349e-01
1.020939842490595773e+00,5.663391348684893023e-01,4.706949405643375273e-01,7.605042353364911412e-01,5.877398386902396021e-01,4.670508988734344835e-01,2.485271714535240151e-01,3.983006817387759746e-01,4.773270747389460888e-01,4.555207428367776812e-01
3.136355310637956584e-01,3.429340040560013847e-01,5.920430226754959113e-01,1.154110033518049416e+00,5.006174316717481032e-01,5.014360967342136322e-01,6.397032290680941813e-01,1.174614815524834599e+00,8.771974778626701053e-01,5.233823449638662639e-01
7.493956161577408626e-01,5.997261867748955311e-01,5.718378308726045356e-01,7.870525516673019251e-01,9.791768538219925988e-01,2.460140717033689195e-01,5.981370173004202373e-02,1.225739467225892415e-01,6.602927419771572604e-01,6.514365750171031699e-01
5.323295686821359896e-01,9.057031174821060793e-01,7.190019323447025545e-01,6.144605899467260324e-01,5.502279980963024064e-01,2.908913842192037413e-01,5.514863554038241800e-01,5.280444320321295848e-01,1.066706857857868118e-01,5.368223947401951079e-01
9.366345969220534196e-01,7.388630474940642845e-01,2.087230877767172477e-01,4.560266034034504146e-01,8.656718042902168397e-01,6.212724883568399026e-01,7.181441172973039855e-01,3.932312842391192942e-01,5.988822172995841159e-02,1.311314443552126507e-01
1.315386960584135900e-01,8.097269368164251580e-01,3.307066161777341695e-01,5.568540644378173754e-01,9.813489232779686322e-01,5.608004716002992218e-01,3.513136152159491710e-01,8.065681977942377179e-01,8.399433691790146872e-01,7.594380641851758984e-01
7.565426276588985699e-01,1.762666162589380525e-01,3.835627505453653718e-01,6.102976197027533134e-01,8.013011545000546798e-01,1.646932189908348609e-01,2.217229622442845605e-01,8.886218289682301652e-01,4.930399796776236410e-01,8.353203214898352602e-01
2.350726848725143980e-01,6.147219567037082166e-01,8.301585536670032239e-02,4.215882458908720709e-01,9.064580306492078243e-01,8.924248056769107373e-01,6.554751071778210092e-02,4.168340099394901022e-01,2.330344360647129409e-01,6.618929483706079697e-01
7.990821035583874909e-01,7.417003360478070517e-01,7.900195507385737725e-01,7.217426044170998090e-01,5.407479460505750790e-01,6.288967011827585329e-01,5.813491726164048412e-01,5.437038242474514504e-01,8.153722345577165687e-01,1.226415173985561657e-01
2.279991115938291846e-01,8.248514886759189535e-01,2.559008834595282722e-01,2.978129486323425335e-01,5.911602425189375065e-01,4.101109584949930165e-01,1.021209831260475154e+00,2.095910743660870934e-01,4.745385347974268031e-01,9.058419113262865530e-01
8.199485657227040258e-01,2.020384285455514850e-01,8.310185506011577017e-01,9.605815539953272975e-01,9.699366053388474018e-01,4.459788822696272304e-01,8.872158774044561769e-01,4.013645738081988434e-01,5.786276881265438599e-01,2.799398226651794719e-01
